primary_key,codes,age,year,No
52138,16E061307,Total,1999,322
52139,16E061307,Total,2009,233
52140,16E061307,Total,2019,167
52141,16E061307,16 - 24 years,1989,275
52142,16E061307,16 - 24 years,1999,65
52143,16E061307,16 - 24 years,2009,27
52144,16E061307,16 - 24 years,2019,12
52145,16E061307,25 - 34 years,1989,83
52146,16E061307,25 - 34 years,1999,39
52147,16E061307,25 - 34 years,2009,22
52148,16E061307,25 - 34 years,2019,8
52149,16E061307,35 - 44 years,1989,102
52150,16E061307,35 - 44 years,1999,26
52151,16E061307,35 - 44 years,2009,25
52152,16E061307,35 - 44 years,2019,11
52153,16E061307,45 - 54 years,1989,144
52154,16E061307,45 - 54 years,1999,60
52155,16E061307,45 - 54 years,2009,27
52156,16E061307,45 - 54 years,2019,21
52157,16E061307,55 - 64 years,1989,119
52158,16E061307,55 - 64 years,1999,66
52159,16E061307,55 - 64 years,2009,57
52160,16E061307,55 - 64 years,2019,40
52161,16E061307,65 and more years,1989,124
52162,16E061307,65 and more years,1999,66
52163,16E061307,65 and more years,2009,75
52164,16E061307,65 and more years,2019,75
52165,16E061310,Total,1989,413
52166,16E061310,Total,1999,216
52167,16E061310,Total,2009,160
52168,16E061310,Total,2019,131
52169,16E061310,16 - 24 years,1989,154
52170,16E061310,16 - 24 years,1999,38
52171,16E061310,16 - 24 years,2009,18
52172,16E061310,16 - 24 years,2019,13
52173,16E061310,25 - 34 years,1989,36
52174,16E061310,25 - 34 years,1999,18
52175,16E061310,25 - 34 years,2009,20
52176,16E061310,25 - 34 years,2019,4
52177,16E061310,35 - 44 years,1989,48
52178,16E061310,35 - 44 years,1999,11
52179,16E061310,35 - 44 years,2009,15
52180,16E061310,35 - 44 years,2019,10
52181,16E061310,45 - 54 years,1989,65
52182,16E061310,45 - 54 years,1999,43
52183,16E061310,45 - 54 years,2009,15
52184,16E061310,45 - 54 years,2019,15
52185,16E061310,55 - 64 years,1989,64
52186,16E061310,55 - 64 years,1999,54
52187,16E061310,55 - 64 years,2009,39
52188,16E061310,55 - 64 years,2019,32
52189,16E061310,65 and more years,1989,46
52190,16E061310,65 and more years,1999,52
52191,16E061310,65 and more years,2009,53
52192,16E061310,65 and more years,2019,57
52193,16E061312,Total,1989,347
52194,16E061312,Total,1999,192
52195,16E061312,Total,2009,136
52196,16E061312,Total,2019,112
52197,16E061312,16 - 24 years,1989,98
52198,16E061312,16 - 24 years,1999,40
52199,16E061312,16 - 24 years,2009,24
52200,16E061312,16 - 24 years,2019,13
52201,16E061312,25 - 34 years,1989,35
52202,16E061312,25 - 34 years,1999,19
52203,16E061312,25 - 34 years,2009,18
52204,16E061312,25 - 34 years,2019,9
52205,16E061312,35 - 44 years,1989,36
52206,16E061312,35 - 44 years,1999,26
52207,16E061312,35 - 44 years,2009,19
52208,16E061312,35 - 44 years,2019,9
52209,16E061312,45 - 54 years,1989,51
52210,16E061312,45 - 54 years,1999,27
52211,16E061312,45 - 54 years,2009,18
52212,16E061312,45 - 54 years,2019,23
52213,16E061312,55 - 64 years,1989,58
52214,16E061312,55 - 64 years,1999,31
52215,16E061312,55 - 64 years,2009,32
52216,16E061312,55 - 64 years,2019,19
52217,16E061312,65 and more years,1989,69
52218,16E061312,65 and more years,1999,49
52219,16E061312,65 and more years,2009,25
52220,16E061312,65 and more years,2019,39
52221,16E061313,Total,1989,421
52222,16E061313,Total,1999,275
52223,16E061313,Total,2009,153
52224,16E061313,Total,2019,295
52225,16E061313,16 - 24 years,1989,127
52226,16E061313,16 - 24 years,1999,63
52227,16E061313,16 - 24 years,2009,10
52228,16E061313,16 - 24 years,2019,58
52229,16E061313,25 - 34 years,1989,34
52230,16E061313,25 - 34 years,1999,28
52231,16E061313,25 - 34 years,2009,12
52232,16E061313,25 - 34 years,2019,19
52233,16E061313,35 - 44 years,1989,41
52234,16E061313,35 - 44 years,1999,31
52235,16E061313,35 - 44 years,2009,7
52236,16E061313,35 - 44 years,2019,31
52237,16E061313,45 - 54 years,1989,60
52238,16E061313,45 - 54 years,1999,41
52239,16E061313,45 - 54 years,2009,29
52240,16E061313,45 - 54 years,2019,41
52241,16E061313,55 - 64 years,1989,85
52242,16E061313,55 - 64 years,1999,49
52243,16E061313,55 - 64 years,2009,35
52244,16E061313,55 - 64 years,2019,56
52245,16E061313,65 and more years,1989,74
52246,16E061313,65 and more years,1999,63
52247,16E061313,65 and more years,2009,60
52248,16E061313,65 and more years,2019,90
52249,16E061314,Total,1989,892
52250,16E061314,Total,1999,542
52251,16E061314,Total,2009,394
52252,16E061314,Total,2019,347
52253,16E061314,16 - 24 years,1989,267
52254,16E061314,16 - 24 years,1999,127
52255,16E061314,16 - 24 years,2009,58
52256,16E061314,16 - 24 years,2019,42
52257,16E061314,25 - 34 years,1989,78
52258,16E061314,25 - 34 years,1999,36
52259,16E061314,25 - 34 years,2009,37
52260,16E061314,25 - 34 years,2019,10
52261,16E061314,35 - 44 years,1989,109
52262,16E061314,35 - 44 years,1999,68
52263,16E061314,35 - 44 years,2009,38
52264,16E061314,35 - 44 years,2019,24
52265,16E061314,45 - 54 years,1989,103
52266,16E061314,45 - 54 years,1999,85
52267,16E061314,45 - 54 years,2009,60
52268,16E061314,45 - 54 years,2019,42
52269,16E061314,55 - 64 years,1989,152
52270,16E061314,55 - 64 years,1999,84
52271,16E061314,55 - 64 years,2009,84
52272,16E061314,55 - 64 years,2019,71
52273,16E061314,65 and more years,1989,183
52274,16E061314,65 and more years,1999,142
52275,16E061314,65 and more years,2009,117
52276,16E061314,65 and more years,2019,158
52277,16E0614,Total,1989,3664
52278,16E0614,Total,1999,2228
52279,16E0614,Total,2009,1391
52280,16E0614,Total,2019,1579
52281,16E0614,16 - 24 years,1989,1065
52282,16E0614,16 - 24 years,1999,454
52283,16E0614,16 - 24 years,2009,132
52284,16E0614,16 - 24 years,2019,119
52285,16E0614,25 - 34 years,1989,302
52286,16E0614,25 - 34 years,1999,196
52287,16E0614,25 - 34 years,2009,79
52288,16E0614,25 - 34 years,2019,116
52289,16E0614,35 - 44 years,1989,379
52290,16E0614,35 - 44 years,1999,178
52291,16E0614,35 - 44 years,2009,102
52292,16E0614,35 - 44 years,2019,167
52293,16E0614,45 - 54 years,1989,595
52294,16E0614,45 - 54 years,1999,355
52295,16E0614,45 - 54 years,2009,193
52296,16E0614,45 - 54 years,2019,250
52297,16E0614,55 - 64 years,1989,603
52298,16E0614,55 - 64 years,1999,451
52299,16E0614,55 - 64 years,2009,307
52300,16E0614,55 - 64 years,2019,327
52301,16E0614,65 and more years,1989,720
52302,16E0614,65 and more years,1999,594
52303,16E0614,65 and more years,2009,578
52304,16E0614,65 and more years,2019,600
52305,16E061401,Total,1989,715
52306,16E061401,Total,1999,493
52307,16E061401,Total,2009,348
52308,16E061401,Total,2019,350
52309,16E061401,16 - 24 years,1989,212
52310,16E061401,16 - 24 years,1999,98
52311,16E061401,16 - 24 years,2009,19
52312,16E061401,16 - 24 years,2019,11
52313,16E061401,25 - 34 years,1989,63
52314,16E061401,25 - 34 years,1999,40
52315,16E061401,25 - 34 years,2009,22
52316,16E061401,25 - 34 years,2019,26
52317,16E061401,35 - 44 years,1989,80
52318,16E061401,35 - 44 years,1999,42
52319,16E061401,35 - 44 years,2009,18
52320,16E061401,35 - 44 years,2019,47
52321,16E061401,45 - 54 years,1989,107
52322,16E061401,45 - 54 years,1999,86
52323,16E061401,45 - 54 years,2009,43
52324,16E061401,45 - 54 years,2019,73
52325,16E061401,55 - 64 years,1989,115
52326,16E061401,55 - 64 years,1999,98
52327,16E061401,55 - 64 years,2009,93
52328,16E061401,55 - 64 years,2019,63
52329,16E061401,65 and more years,1989,138
52330,16E061401,65 and more years,1999,129
52331,16E061401,65 and more years,2009,153
52332,16E061401,65 and more years,2019,130
52333,16E061402,Total,1989,368
52334,16E061402,Total,1999,94
52335,16E061402,Total,2009,32
52336,16E061402,Total,2019,35
52337,16E061402,16 - 24 years,1989,99
52338,16E061402,16 - 24 years,1999,15
52339,16E061402,16 - 24 years,2009,2
52340,16E061402,16 - 24 years,2019,1
52341,16E061402,25 - 34 years,1989,30
52342,16E061402,25 - 34 years,1999,6
52343,16E061402,25 - 34 years,2009,4
52344,16E061402,25 - 34 years,2019,2
52345,16E061402,35 - 44 years,1989,29
52346,16E061402,35 - 44 years,1999,2
52347,16E061402,35 - 44 years,2009,
52348,16E061402,35 - 44 years,2019,3
52349,16E061402,45 - 54 years,1989,64
52350,16E061402,45 - 54 years,1999,12
52351,16E061402,45 - 54 years,2009,2
52352,16E061402,45 - 54 years,2019,5
52353,16E061402,55 - 64 years,1989,71
52354,16E061402,55 - 64 years,1999,31
52355,16E061402,55 - 64 years,2009,13
52356,16E061402,55 - 64 years,2019,7
52357,16E061402,65 and more years,1989,75
52358,16E061402,65 and more years,1999,28
52359,16E061402,65 and more years,2009,11
52360,16E061402,65 and more years,2019,17
52361,16E061403,Total,1989,439
52362,16E061403,Total,1999,354
52363,16E061403,Total,2009,204
52364,16E061403,Total,2019,283
52365,16E061403,16 - 24 years,1989,118
52366,16E061403,16 - 24 years,1999,69
52367,16E061403,16 - 24 years,2009,19
52368,16E061403,16 - 24 years,2019,17
52369,16E061403,25 - 34 years,1989,35
52370,16E061403,25 - 34 years,1999,37
52371,16E061403,25 - 34 years,2009,8
52372,16E061403,25 - 34 years,2019,23
52373,16E061403,35 - 44 years,1989,48
52374,16E061403,35 - 44 years,1999,20
52375,16E061403,35 - 44 years,2009,17
52376,16E061403,35 - 44 years,2019,33
52377,16E061403,45 - 54 years,1989,83
52378,16E061403,45 - 54 years,1999,57
52379,16E061403,45 - 54 years,2009,23
52380,16E061403,45 - 54 years,2019,51
52381,16E061403,55 - 64 years,1989,66
52382,16E061403,55 - 64 years,1999,75
52383,16E061403,55 - 64 years,2009,45
52384,16E061403,55 - 64 years,2019,68
52385,16E061403,65 and more years,1989,89
52386,16E061403,65 and more years,1999,96
52387,16E061403,65 and more years,2009,92
52388,16E061403,65 and more years,2019,91
52389,16E061407,Total,1989,2142
52390,16E061407,Total,1999,1287
52391,16E061407,Total,2009,807
52392,16E061407,Total,2019,911
52393,16E061407,16 - 24 years,1989,636
52394,16E061407,16 - 24 years,1999,272
52395,16E061407,16 - 24 years,2009,92
52396,16E061407,16 - 24 years,2019,90
52397,16E061407,25 - 34 years,1989,174
52398,16E061407,25 - 34 years,1999,113
52399,16E061407,25 - 34 years,2009,45
52400,16E061407,25 - 34 years,2019,65
52401,16E061407,35 - 44 years,1989,222
52402,16E061407,35 - 44 years,1999,114
52403,16E061407,35 - 44 years,2009,67
52404,16E061407,35 - 44 years,2019,84
52405,16E061407,45 - 54 years,1989,341
52406,16E061407,45 - 54 years,1999,200
52407,16E061407,45 - 54 years,2009,125
52408,16E061407,45 - 54 years,2019,121
52409,16E061407,55 - 64 years,1989,351
52410,16E061407,55 - 64 years,1999,247
52411,16E061407,55 - 64 years,2009,156
52412,16E061407,55 - 64 years,2019,189
52413,16E061407,65 and more years,1989,418
52414,16E061407,65 and more years,1999,341
52415,16E061407,65 and more years,2009,322
52416,16E061407,65 and more years,2019,362
52417,16E0615,Total,1989,11031
52418,16E0615,Total,1999,6422
52419,16E0615,Total,2009,3430
