
Statistical table extracted on October 11, 2022 (20:23:18)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;864;338;63;66;128;119;150;
;11D181817: Vila da Ponte;283;112;30;29;31;52;29;
;11D1819: Tabuaço;4513;1528;360;404;601;827;793;
;11D181901: Adorigo;349;88;30;22;55;82;72;
;11D181902: Arcos;191;63;12;13;24;34;45;
;11D181904: Chavães;351;122;35;35;41;52;66;
;11D181905: Desejosa;172;54;21;15;26;33;23;
;11D181906: Granja do Tedo;222;88;8;16;35;40;35;
;11D181908: Longa;239;72;20;18;22;63;44;
;11D181913: Sendim;644;227;49;51;86;122;109;
;11D181914: Tabuaço;526;168;30;71;64;98;95;
;11D181918: União das freguesias de Barcos e Santa Leocádia;469;148;48;35;77;90;71;
;11D181919: União das freguesias de Paradela e Granjinha;237;87;12;13;32;33;60;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;344;155;28;27;50;47;37;
;11D181921: União das freguesias de Távora e Pereiro;477;165;39;55;45;83;90;
;11D181917: Valença do Douro;292;91;28;33;44;50;46;
;11D1820: Tarouca;4542;1963;289;411;628;687;564;
;11D182004: Mondim da Beira;387;167;14;48;68;32;58;
;11D182005: Salzedas;800;365;79;78;107;101;70;
;11D182006: São João de Tarouca;586;261;35;61;74;85;70;
;11D182011: União das freguesias de Gouviães e Ucanha;530;205;39;37;65;91;93;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;504;217;38;49;60;85;55;
;11D182013: União das freguesias de Tarouca e Dálvares;1309;566;73;104;179;217;170;
;11D182009: Várzea da Serra;426;182;11;34;75;76;48;
;11D0409: Torre de Moncorvo;6396;1655;403;561;985;1312;1480;
;11D040901: Açoreira;488;171;37;48;88;81;63;
;11D040903: Cabeça Boa;408;86;34;21;73;88;106;
;11D040905: Carviçais;658;108;26;56;102;171;195;
;11D040906: Castedo;302;87;16;21;38;67;73;
;11D040909: Horta da Vilariça;439;117;26;41;58;107;90;
;11D040910: Larinho;319;100;15;31;59;56;58;
;11D040911: Lousa;678;167;49;60;101;142;159;
;11D040913: Mós;327;62;14;29;56;83;83;
;11D040916: Torre de Moncorvo;153;28;11;11;27;28;48;
;11D040918: União das freguesias de Adeganha e Cardanha;727;226;39;68;108;139;147;
;11D040919: União das freguesias de Felgar e Souto da Velha;463;120;32;27;83;82;119;
;11D040920: União das freguesias de Felgueiras e Maçores;729;162;52;66;102;151;196;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;705;221;52;82;90;117;143;
;11D0914: Vila Nova de Foz Côa;6538;1600;462;657;1117;1260;1442;
;11D091401: Almendra;472;100;26;41;84;96;125;
;11D091402: Castelo Melhor;549;134;52;61;70;106;126;
;11D091403: Cedovim;446;104;37;44;72;102;87;
;11D091404: Chãs;414;112;27;49;70;73;83;
;11D091405: Custóias;453;138;23;51;99;80;62;
;11D091418: Freixo de Numão;657;168;56;62;114;115;142;
;11D091407: Horta;211;37;15;24;40;46;49;
;11D091410: Muxagata;284;63;27;25;51;60;58;
;11D091411: Numão;358;79;29;31;72;58;89;
;11D091412: Santa Comba;310;72;13;39;55;54;77;
;11D091414: Sebadelhe;374;115;31;48;50;48;82;
;11D091415: Seixas;462;125;39;61;72;77;88;
;11D091416: Touça;217;54;14;13;43;61;32;
;11D091419: Vila Nova de Foz Côa;1331;299;73;108;225;284;342;
;11D1714: Vila Real;15489;5894;1446;1568;2072;2330;2179;
;11D171401: Abaças;898;309;66;95;121;160;147;
;11D171403: Andrães;1011;372;98;120;130;138;153;
;11D171404: Arroios;200;70;15;12;32;37;34;
;11D171406: Campeã;890;338;64;77;130;148;133;
;11D171409: Folhadela;781;216;86;116;102;140;121;
;11D171410: Guiães;451;169;49;45;54;69;65;
;11D171414: Lordelo;407;178;50;30;51;55;43;
;11D171415: Mateus;425;152;52;30;61;70;60;
;11D171416: Mondrões;559;240;37;56;79;77;70;
;11D171420: Parada de Cunhos;301;98;22;34;48;52;47;
;11D171426: Torgueda;1010;393;95;101;151;145;125;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;1319;551;130;99;156;200;183;
;11D171432: União das freguesias de Borbela e Lamas de Olo;811;357;68;78;107;114;87;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;1061;383;103;125;124;167;159;
;11D171434: União das freguesias de Mouçós e Lamares;1284;497;121;128;166;186;186;
;11D171435: União das freguesias de Nogueira e Ermida;1260;484;128;166;174;170;138;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;744;277;82;62;108;113;102;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;1070;380;91;103;136;161;199;
;11D171429: Vila Marim;845;372;76;75;123;105;94;
;11D171438: Vila Real;162;58;13;16;19;23;33;
;11E: Terras de Trás-os-Montes;74017;23432;5757;6877;10864;12827;14260;
;11E0401: Alfândega da Fé;4186;1179;311;371;615;784;926;
;11E040102: Alfândega da Fé;506;113;26;51;64;116;136;
;11E040103: Cerejais;230;82;19;35;37;23;34;
;11E040111: Sambade;537;156;27;53;78;107;116;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;324;91;16;24;44;72;77;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;464;144;29;39;88;64;100;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;374;121;25;35;55;68;70;
;11E040124: União das freguesias de Gebelim e Soeima;349;113;36;27;57;52;64;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;432;99;47;25;66;96;99;
;11E040126: União das freguesias de Pombal e Vales;202;52;16;14;25;47;48;
;11E040118: Vilar Chão;295;88;27;38;34;43;65;
;11E040119: Vilarelhos;179;43;16;13;19;43;45;
;11E040120: Vilares de Vilariça;294;77;27;17;48;53;72;
;11E0402: Bragança;13895;4219;1106;1211;1962;2440;2957;
;11E040201: Alfaião;222;60;8;28;41;38;47;
;11E040203: Babe;353;136;20;40;55;58;44;
;11E040204: Baçal;394;116;37;41;53;64;83;
;11E040206: Carragosa;225;68;17;21;16;47;56;
;11E040209: Castro de Avelãs;236;58;20;17;42;44;55;
;11E040210: Coelhoso;353;139;28;29;60;56;41;
;11E040212: Donai;276;76;23;24;31;54;68;
;11E040213: Espinhosela;382;102;19;22;47;86;106;
;11E040215: França;206;37;13;19;33;50;54;
;11E040216: Gimonde;245;85;25;25;28;34;48;
;11E040217: Gondesende;206;56;15;14;32;38;51;
;11E040218: Gostei;304;95;20;33;49;51;56;
;11E040219: Grijó de Parada;398;163;48;37;55;56;39;
;11E040221: Macedo do Mato;347;95;18;31;54;77;72;
;11E040224: Mós;219;66;16;16;37;38;46;
;11E040225: Nogueira;312;118;35;34;34;46;45;
;11E040226: Outeiro;373;75;15;31;51;100;101;
;11E040229: Parâmio;385;118;41;18;49;55;104;
;11E040230: Pinela;274;74;18;14;38;46;84;
;11E040232: Quintanilha;346;103;25;32;55;55;76;
;11E040233: Quintela de Lampaças;348;105;24;23;49;60;87;
;11E040234: Rabal;245;76;18;30;30;33;58;
;11E040236: Rebordãos;390;93;48;34;42;88;85;
;11E040239: Salsas;490;163;38;39;66;83;101;
;11E040240: Samil;222;60;27;23;28;41;43;
;11E040241: Santa Comba de Rossas;204;59;14;16;31;46;38;
;11E040244: São Pedro de Sarracenos;228;70;19;21;33;36;49;
;11E040246: Sendas;266;87;30;18;44;54;33;
;11E040247: Serapicos;338;116;20;33;42;57;70;
;11E040248: Sortes.;278;106;24;17;28;41;62;
;11E040250: União das freguesias de Aveleda e Rio de Onor;474;126;30;50;78;82;108;
;11E040251: União das freguesias de Castrelos e Carrazedo;476;128;43;40;60;68;137;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;846;229;59;73;120;140;225;
;11E040253: União das freguesias de Parada e Faílde;640;197;39;64;97;113;130;
;11E040254: União das freguesias de Rebordainhos e Pombares;326;121;25;16;29;58;77;
;11E040255: União das freguesias de Rio Frio e Milhão;602;168;43;42;96;117;136;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;701;236;51;79;121;105;109;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;441;130;43;48;63;82;75;
;11E040249: Zoio;324;109;50;19;45;43;58;
;11E0405: Macedo de Cavaleiros;10118;3449;745;947;1488;1713;1776;
;11E040502: Amendoeira;372;134;23;28;59;73;55;
;11E040503: Arcas;293;109;46;28;34;38;38;
;11E040507: Carrapatas;234;101;17;27;33;38;18;
;11E040509: Chacim;288;108;19;33;41;43;44;
;11E040510: Cortiços;340;99;23;39;35;61;83;
;11E040511: Corujas;184;68;10;15;26;35;30;
;11E040514: Ferreira;296;117;18;26;45;39;51;
;11E040515: Grijó;193;59;9;21;35;31;38;
;11E040516: Lagoa;382;125;28;23;55;82;69;
;11E040517: Lamalonga;417;130;33;39;53;61;101;
;11E040518: Lamas;299;105;16;43;56;49;30;
;11E040519: Lombo;276;84;26;38;42;48;38;
;11E040520: Macedo de Cavaleiros;330;87;23;21;54;62;83;
;11E040521: Morais;595;255;35;69;92;88;56;
;11E040523: Olmos;88;24;7;4;16;17;20;
;11E040524: Peredo;183;46;11;6;24;36;60;
;11E040526: Salselas;472;154;23;45;63;94;93;
;11E040528: Sezulfe;245;86;16;27;40;38;38;
;11E040530: Talhas;348;110;19;44;55;75;45;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;688;236;54;55;100;95;148;
;11E040540: União das freguesias de Bornes e Burga;308;108;18;29;49;48;56;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;450;148;41;30;72;80;79;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;708;269;68;49;97;99;126;
;11E040543: União das freguesias de Podence e Santa Combinha;324;98;20;28;49;62;67;
;11E040544: União das freguesias de Talhinhas e Bagueixe;487;155;39;52;64;98;79;
;11E040532: Vale Benfeito;228;67;12;16;41;38;54;
;11E040533: Vale da Porca;196;61;8;24;27;39;37;
;11E040534: Vale de Prados;244;71;27;29;42;36;39;
;11E040536: Vilarinho de Agrochão;308;120;32;29;40;43;44;
;11E040538: Vinhas;342;115;24;30;49;67;57;
;11E0406: Miranda do Douro;5566;1583;406;566;920;1074;1017;
;11E040604: Duas Igrejas;743;236;60;83;129;134;101;
;11E040605: Genísio;289;91;13;31;50;52;52;
;11E040607: Malhadas;307;98;21;44;56;49;39;
;11E040608: Miranda do Douro;373;87;17;36;69;91;73;
;11E040609: Palaçoulo;568;167;70;46;98;94;93;
;11E040611: Picote;241;53;11;16;28;60;73;
;11E040612: Póvoa;246;81;6;33;48;46;32;
;11E040613: São Martinho de Angueira;280;59;10;24;48;60;79;
;11E040618: União das freguesias de Constantim e Cicouro;281;59;17;24;45;64;72;
;11E040619: União das freguesias de Ifanes e Paradela;429;101;33;44;66;91;94;
;11E040620: União das freguesias de Sendim e Atenor;1075;360;83;117;173;187;155;
;11E040621: União das freguesias de Silva e Águas Vivas;336;97;38;38;49;51;63;
;11E040616: Vila Chã de Braciosa;398;94;27;30;61;95;91;
;11E0407: Mirandela;10961;3520;848;963;1611;1911;2108;
;11E040701: Abambres;322;107;23;50;51;39;52;
;11E040702: Abreiro;224;73;14;21;28;39;49;
;11E040703: Aguieiras;356;95;29;36;37;72;87;
;11E040704: Alvites;277;87;15;27;26;55;67;
;11E040708: Bouça;274;65;19;17;37;54;82;
;11E040709: Cabanelas;407;141;37;38;60;68;63;
;11E040710: Caravelas;288;92;21;30;36;49;60;
;11E040711: Carvalhais;561;205;68;55;84;82;67;
;11E040712: Cedães;364;106;30;28;67;71;62;
;11E040713: Cobro;135;50;9;15;29;14;18;
;11E040714: Fradizela;293;82;16;21;49;47;78;
;11E040716: Frechas;322;104;23;14;58;65;58;
;11E040718: Lamas de Orelhão;356;141;31;38;51;51;44;
;11E040720: Mascarenhas;519;149;34;59;72;95;110;
;11E040721: Mirandela;404;118;27;24;67;83;85;
;11E040722: Múrias;308;101;17;25;53;54;58;
;11E040724: Paços;337;120;9;46;50;53;59;
;11E040727: São Pedro Velho;364;111;35;37;65;45;71;
;11E040728: São Salvador;205;56;12;15;36;41;45;
;11E040729: Suçães;592;208;35;59;76;109;105;
;11E040730: Torre de Dona Chama;685;186;46;47;112;131;163;
;11E040738: União das freguesias de Avantos e Romeu;395;124;29;33;67;59;83;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;462;182;39;31;56;73;81;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;343;103;29;21;38;77;75;
;11E040741: União das freguesias de Franco e Vila Boa;395;131;41;32;50;62;79;
;11E040742: União das freguesias de Freixeda e Vila Verde;298;90;27;21;51;48;61;
;11E040731: Vale de Asnes;420;175;41;35;45;62;62;
;11E040732: Vale de Gouvinhas;390;128;32;20;59;83;68;
;11E040733: Vale de Salgueiro;411;123;42;46;60;78;62;
;11E040734: Vale de Telhas;254;67;18;22;41;52;54;
;11E0408: Mogadouro;9149;2859;822;895;1325;1511;1737;
;11E040801: Azinhoso;373;105;38;32;62;62;74;
;11E040802: Bemposta;693;237;55;77;89;99;136;
;11E040803: Bruçó;315;81;18;24;42;66;84;
;11E040804: Brunhoso;284;97;39;28;19;39;62;
;11E040807: Castelo Branco;601;159;38;42;101;119;142;
;11E040808: Castro Vicente;474;160;34;40;67;85;88;
;11E040809: Meirinhos;353;106;31;37;62;74;43;
;11E040811: Paradela;234;70;22;22;32;38;50;
;11E040812: Penas Roias;424;148;36;43;69;67;61;
;11E040813: Peredo da Bemposta;325;111;28;39;48;46;53;
;11E040815: Saldanha;265;84;38;20;35;45;43;
;11E040817: São Martinho do Peso;528;157;42;67;75;84;103;
;11E040819: Tó;256;76;33;22;33;51;41;
;11E040820: Travanca;260;62;28;22;48;46;54;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;471;133;45;55;69;67;102;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;1205;389;104;125;175;184;228;
;11E040831: União das freguesias de Remondes e Soutelo;462;176;39;46;73;63;65;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;672;232;64;65;89;104;118;
;11E040821: Urrós;490;135;45;57;74;100;79;
;11E040822: Vale da Madre;115;40;11;7;16;16;25;
;11E040826: Vila de Ala;349;101;34;25;47;56;86;
;11E0410: Vila Flor;4911;1656;371;498;745;804;837;
;11E041002: Benlhevai;198;58;17;16;35;24;48;
;11E041005: Freixiel;801;257;69;85;98;144;148;
;11E041009: Roios;184;65;13;21;23;28;34;
;11E041010: Samões;287;108;16;32;48;39;44;
;11E041011: Sampaio;176;74;17;24;21;19;21;
;11E041012: Santa Comba de Vilariça;289;109;27;32;42;37;42;
;11E041013: Seixo de Manhoses;395;150;25;35;96;50;39;
;11E041014: Trindade;169;49;10;22;27;31;30;
;11E041020: União das freguesias de Assares e Lodões;265;90;14;42;44;42;33;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;286;72;25;22;35;60;72;
;11E041022: União das freguesias de Valtorno e Mourão;417;126;17;31;56;110;77;
;11E041023: União das freguesias de Vila Flor e Nabo;656;206;53;56;100;108;133;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;601;227;51;56;88;89;90;
;11E041015: Vale Frechoso;187;65;17;24;32;23;26;
;11E0411: Vimioso;5141;1606;364;502;797;931;941;
;11E041103: Argozelo;709;279;62;79;85;96;108;
;11E041107: Carção;503;147;21;37;73;119;106;
;11E041108: Matela;392;117;28;32;66;70;79;
;11E041109: Pinelo;330;72;25;34;58;60;81;
;11E041110: Santulhão;546;165;30;51;103;108;89;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;824;259;58;75;142;167;123;
;11E041116: União das freguesias de Caçarelhos e Angueira;539;157;32;67;86;78;119;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;490;128;35;46;70;107;104;
;11E041113: Vilar Seco;169;53;18;15;21;25;37;
;11E041114: Vimioso;639;229;55;66;93;101;95;
;11E0412: Vinhais;10090;3361;784;924;1401;1659;1961;
;11E041201: Agrochão;281;103;16;29;48;41;44;
;11E041203: Candedo;463;167;30;60;63;66;77;
;11E041204: Celas;357;163;34;34;28;39;59;
;11E041206: Edral;271;87;21;27;36;44;56;
;11E041207: Edrosa;246;88;31;26;26;44;31;
;11E041208: Ervedosa;454;193;27;42;61;70;61;
;11E041215: Paçó;307;93;19;32;34;45;84;
;11E041216: Penhas Juntas;286;109;19;27;30;56;45;
;11E041219: Rebordelo;693;226;50;58;108;122;129;
;11E041221: Santalha;393;126;24;41;60;63;79;
;11E041226: Tuizelo;526;145;43;50;86;89;113;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;494;167;36;61;46;83;101;
;11E041237: União das freguesias de Moimenta e Montouto;344;86;29;25;50;71;83;
;11E041238: União das freguesias de Nunes e Ousilhão;390;139;32;54;38;66;61;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;447;90;37;31;69;104;116;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;462;167;33;35;64;61;102;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;349;102;19;24;54;65;85;
;11E041242: União das freguesias de Travanca e Santa Cruz;240;78;20;21;33;34;54;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;269;89;27;28;32;39;54;
;11E041227: Vale das Fontes;477;178;39;37;75;76;72;
;11E041229: Vila Boa de Ousilhão;196;61;14;12;27;38;44;
;11E041230: Vila Verde;265;97;17;26;45;37;43;
;11E041232: Vilar de Ossos;336;125;35;27;47;41;61;
;11E041233: Vilar de Peregrinos;249;84;26;16;38;38;47;
;11E041234: Vilar Seco de Lomba;335;95;16;30;56;67;71;
;11E041235: Vinhais;960;303;90;71;147;160;189;
;16: Centro;759883;232523;65910;78974;114441;132920;135115;
;16B: Oeste;109122;33251;9846;12888;17706;19306;16125;
;16B1001: Alcobaça;19030;6580;1733;2301;2956;3062;2398;
;16B100102: Alfeizerão;1319;387;122;142;224;250;194;
;16B100120: Aljubarrota;2178;699;168;274;343;400;294;
;16B100104: Bárrio;665;188;49;90;107;137;94;
;16B100105: Benedita;2861;1177;327;317;429;374;237;
;16B100106: Cela;2263;792;245;317;332;315;262;
;16B100108: Évora de Alcobaça;2726;911;214;332;445;444;380;
;16B100109: Maiorga;580;186;29;60;120;94;91;
;16B100112: São Martinho do Porto;332;116;21;46;50;46;53;
;16B100114: Turquel;2134;808;200;263;310;287;266;
;16B100121: União das freguesias de Alcobaça e Vestiaria;403;103;29;44;62;91;74;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;1524;457;133;163;222;310;239;
;16B100123: União das freguesias de Pataias e Martingança;619;184;45;62;113;141;74;
;16B100116: Vimeiro;1426;572;151;191;199;173;140;
;16B1101: Alenquer;12747;3354;992;1464;2308;2516;2113;
;16B110106: Carnota;922;225;49;98;187;208;155;
;16B110107: Meca;1094;322;78;150;213;195;136;
;16B110108: Olhalvo;1019;309;74;136;162;187;151;
;16B110109: Ota;518;127;52;56;102;108;73;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;2162;621;152;283;359;405;342;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1432;365;124;153;242;288;260;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);1213;249;88;104;271;291;210;
;16B110120: União das freguesias de Carregado e Cadafais;612;133;38;53;112;116;160;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;1097;288;92;140;203;204;170;
;16B110113: Ventosa;1401;348;116;147;257;289;244;
;16B110114: Vila Verde dos Francos;1277;367;129;144;200;225;212;
;16B1102: Arruda dos Vinhos;3884;903;285;471;746;785;694;
;16B110201: Arranhó;1094;275;71;136;215;214;183;
;16B110202: Arruda dos Vinhos;1732;371;140;206;305;359;351;
;16B110203: Cardosas;382;63;36;37;81;77;88;
;16B110204: São Tiago dos Velhos;676;194;38;92;145;135;72;
;16B1005: Bombarral;5171;1502;462;607;799;945;856;
;16B100502: Carvalhal;1876;622;163;227;285;318;261;
;16B100505: Pó;461;163;59;69;39;72;59;
;16B100503: Roliça;1222;346;114;134;202;221;205;
;16B100506: União das freguesias do Bombarral e Vale Covo;1612;371;126;177;273;334;331;
;16B1104: Cadaval;7641;2241;660;873;1267;1371;1229;
;16B110401: Alguber;754;213;61;97;125;124;134;
;16B110407: Peral;713;197;66;84;110;115;141;
;16B110412: União das freguesias de Lamas e Cercal;2048;594;178;237;319;412;308;
;16B110413: União das freguesias de Painho e Figueiros;1388;454;122;146;253;232;181;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;964;263;66;96;180;159;200;
;16B110409: Vermelha;798;237;78;106;118;145;114;
;16B110410: Vilar;976;283;89;107;162;184;151;
;16B1006: Caldas da Rainha;12358;3837;1126;1437;1940;2160;1858;
;16B100601: A dos Francos;1031;275;86;112;193;214;151;
;16B100602: Alvorninha;2128;694;183;242;326;366;317;
;16B100604: Carvalhal Benfeito;1018;398;119;146;129;139;87;
;16B100606: Foz do Arelho;72;8;6;3;10;11;34;
;16B100607: Landal;752;220;54;91;134;139;114;
;16B100608: Nadadouro;209;66;10;18;48;36;31;
;16B100609: Salir de Matos;1519;444;131;201;240;281;222;
;16B100611: Santa Catarina;1977;740;223;231;298;254;231;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;1301;363;106;140;227;243;222;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;616;160;41;77;101;116;121;
;16B100619: União das freguesias de Tornada e Salir do Porto;955;265;87;91;110;204;198;
;16B100615: Vidais;780;204;80;85;124;157;130;
;16B1108: Lourinhã;10120;3164;933;1244;1571;1691;1517;
;16B110803: Moita dos Ferreiros;1292;401;126;150;176;234;205;
